"Order ID",Date,Product,"Country Code",UnitCost,UnitPrice,SalesQuantity,TotalCost,TotalPrice,TotalProfit,Year,Month,category
218279,13/04/2017,"Orange Juice (Hamilton)",NZL,1.07,5.34,585,624.78,3123.9,2499.12,2017,April,beverages
218280,14/04/2017,"Coffee (Boston)",USA,1.86,9.28,435,807.36,4036.8,3229.44,2017,April,beverages
218281,15/04/2017,"Chocolate Chip Muffin (Hamburg)",DEU,1.78,8.92,202,360.37,1801.84,1441.47,2017,April,pastries
218282,16/04/2017,"Toast (Southampton)",GBR,2.14,10.68,587,1253.83,6269.16,5015.33,2017,April,food
218283,17/04/2017,"Chocolate Chip Muffin (London)",GBR,0.86,4.3,264,227.04,1135.2,908.16,2017,April,pastries
218284,18/04/2017,"Green Tea (Berlin)",DEU,1.87,9.34,339,633.25,3166.26,2533.01,2017,April,beverages
218285,19/04/2017,"Orange Juice (Manchester)",GBR,1.12,5.6,359,402.08,2010.4,1608.32,2017,April,beverages
218286,20/04/2017,"Cheese & Pickle Sandwich (Cardiff)",GBR,1.35,6.76,409,552.97,2764.84,2211.87,2017,April,food
218287,21/04/2017,"Still Water (Toronto)",CAN,1.71,8.56,565,967.28,4836.4,3869.12,2017,April,beverages
218288,22/04/2017,"BLT Sandwich (Geneva)",CHE,0.71,3.56,515,366.68,1833.4,1466.72,2017,April,food
218289,23/04/2017,"Sparkling Water (San Diego)",USA,1.1,5.5,419,460.9,2304.5,1843.6,2017,April,beverages
218290,24/04/2017,"Chocolate Twist (Kirkland)",USA,1.28,6.38,404,515.5,2577.52,2062.02,2017,April,pastries
218291,25/04/2017,"Still Water (Graz)",AUT,1.93,9.64,363,699.86,3499.32,2799.46,2017,April,beverages
218292,26/04/2017,"Chicken Salad Sandwich (Dublin)",IRL,0.81,4.04,517,417.74,2088.68,1670.94,2017,April,food
218293,27/04/2017,"Coffee (Galway)",IRL,2.12,10.58,495,1047.42,5237.1,4189.68,2017,April,beverages
218294,28/04/2017,"Porridge (KrakÃ³w)",POL,2.19,10.94,205,448.54,2242.7,1794.16,2017,April,food
218295,29/04/2017,"Still Water (Portland)",USA,0.73,3.64,525,382.2,1911,1528.8,2017,April,beverages
218296,30/04/2017,"Chicken Fajita Wrap (Munich)",DEU,1.66,8.3,232,385.12,1925.6,1540.48,2017,April,food
218297,01/05/2017,"Still Water (Brussels)",BEL,1.74,8.72,506,882.46,4412.32,3529.86,2017,May,beverages
218298,02/05/2017,"Toast (Canberra)",AUS,2.01,10.04,223,447.78,2238.92,1791.14,2017,May,food
218299,03/05/2017,"Chocolate Twist (Dublin)",IRL,1.34,6.7,515,690.1,3450.5,2760.4,2017,May,pastries
218300,04/05/2017,"Tuna Melt Panini (Stuttgart)",DEU,0.99,4.96,285,282.72,1413.6,1130.88,2017,May,food
218301,05/05/2017,"Chocolate Twist (Paris)",FRA,0.65,3.26,257,167.56,837.82,670.26,2017,May,pastries
218302,06/05/2017,"Coffee (San Diego)",USA,1.54,7.7,533,820.82,4104.1,3283.28,2017,May,beverages
218303,07/05/2017,"Coffee (Geneva)",CHE,1.32,6.58,531,698.8,3493.98,2795.18,2017,May,beverages
218304,08/05/2017,"Peach Juice (Seattle)",USA,1.3,6.5,274,356.2,1781,1424.8,2017,May,beverages
218305,09/05/2017,"BLT Sandwich (Galway)",IRL,1.63,8.16,356,580.99,2904.96,2323.97,2017,May,food
218306,10/05/2017,"Blueberry Muffin (Vancouver)",CAN,1.42,7.1,286,406.12,2030.6,1624.48,2017,May,pastries
218307,11/05/2017,"Chicken Salad Sandwich (Brussels)",BEL,2.08,10.38,285,591.66,2958.3,2366.64,2017,May,food
218308,12/05/2017,"Orange Juice (Auckland)",NZL,1.35,6.74,221,297.91,1489.54,1191.63,2017,May,beverages
218309,13/05/2017,"Green Tea (Albuquerque)",USA,0.62,3.12,460,287.04,1435.2,1148.16,2017,May,beverages
218310,14/05/2017,"Tuna Melt Panini (KrakÃ³w)",POL,2.06,10.3,300,618,3090,2472,2017,May,food
218311,15/05/2017,"Tomato Juice (Melbourne)",AUS,1.24,6.22,242,301.05,1505.24,1204.19,2017,May,beverages
218312,16/05/2017,"Orange Juice (GdaÅ„sk)",POL,0.78,3.9,308,240.24,1201.2,960.96,2017,May,beverages
218313,17/05/2017,"BLT Sandwich (Birmingham)",GBR,2.08,10.38,451,936.28,4681.38,3745.1,2017,May,food
218314,18/05/2017,"Still Water (Boston)",USA,1.89,9.46,453,857.08,4285.38,3428.3,2017,May,beverages
218315,19/05/2017,"Green Tea (Lille)",FRA,1.18,5.9,593,699.74,3498.7,2798.96,2017,May,beverages
218316,20/05/2017,"Tuna Melt Panini (Munich)",DEU,0.8,4,260,208,1040,832,2017,May,food
218317,21/05/2017,"Almond Croissant (Portland)",USA,1.17,5.84,507,592.18,2960.88,2368.7,2017,May,pastries
218318,22/05/2017,"Lemon & Ginger Tea (Kirkland)",USA,1.47,7.36,216,317.95,1589.76,1271.81,2017,May,beverages
218319,23/05/2017,"Green Tea (Munich)",DEU,1.62,8.12,587,953.29,4766.44,3813.15,2017,May,beverages
218320,24/05/2017,"BLT Sandwich (Cardiff)",GBR,1.29,6.44,411,529.37,2646.84,2117.47,2017,May,food
218321,25/05/2017,"Tomato Juice (Lille)",FRA,1.84,9.18,566,1039.18,5195.88,4156.7,2017,May,beverages
218322,26/05/2017,"Porridge (Stuttgart)",DEU,1.52,7.62,402,612.65,3063.24,2450.59,2017,May,food
218323,27/05/2017,"Coffee (SÃ¸nderborg)",DNK,1.47,7.34,537,788.32,3941.58,3153.26,2017,May,beverages
218324,28/05/2017,"Porridge (Seattle)",USA,1.32,6.6,434,572.88,2864.4,2291.52,2017,May,food
218325,29/05/2017,"Chocolate Twist (Stuttgart)",DEU,2.01,10.06,205,412.46,2062.3,1649.84,2017,May,pastries
218326,30/05/2017,"Coffee (Glasgow)",GBR,0.88,4.38,515,451.14,2255.7,1804.56,2017,May,beverages
218327,31/05/2017,"Almond Croissant (Lille)",FRA,1.46,7.28,432,628.99,3144.96,2515.97,2017,May,pastries
218328,01/06/2017,"Chocolate Chip Muffin (Salzburg)",AUT,1.98,9.9,552,1092.96,5464.8,4371.84,2017,June,pastries
218329,02/06/2017,"Chicken Salad Sandwich (Stuttgart)",DEU,0.73,3.66,489,357.95,1789.74,1431.79,2017,June,food
218330,03/06/2017,"Coffee (GdaÅ„sk)",POL,1.95,9.74,382,744.14,3720.68,2976.54,2017,June,beverages
218331,04/06/2017,"Butter Croissant (Southampton)",GBR,0.76,3.82,515,393.46,1967.3,1573.84,2017,June,pastries
218332,05/06/2017,"Butter Croissant (Cardiff)",GBR,1.26,6.3,256,322.56,1612.8,1290.24,2017,June,pastries
218333,06/06/2017,"Blueberry Muffin (Boston)",USA,2.1,10.52,298,626.99,3134.96,2507.97,2017,June,pastries
218334,07/06/2017,"Tea (Geneva)",CHE,1.23,6.14,458,562.42,2812.12,2249.7,2017,June,beverages
218335,08/06/2017,"Lemon & Ginger Tea (KrakÃ³w)",POL,1.64,8.18,416,680.58,3402.88,2722.3,2017,June,beverages
218336,09/06/2017,"Chicken Fajita Wrap (Melbourne)",AUS,0.8,4.02,424,340.9,1704.48,1363.58,2017,June,food
218337,10/06/2017,"Still Water (Galway)",IRL,1.67,8.34,200,333.6,1668,1334.4,2017,June,beverages
218338,11/06/2017,"Apple Juice (Auckland)",NZL,1.02,5.1,349,355.98,1779.9,1423.92,2017,June,beverages
218339,12/06/2017,"Ham & Cheese Toastie (Stockholm)",SWE,2.04,10.18,522,1062.79,5313.96,4251.17,2017,June,food
218340,13/06/2017,"BLT Sandwich (KrakÃ³w)",POL,1.48,7.38,526,776.38,3881.88,3105.5,2017,June,food
218341,14/06/2017,"Orange Juice (Portland)",USA,1.8,9.02,526,948.9,4744.52,3795.62,2017,June,beverages
218342,15/06/2017,"BLT Sandwich (Hamilton)",NZL,1.82,9.1,268,487.76,2438.8,1951.04,2017,June,food
218343,16/06/2017,"Blueberry Muffin (GdaÅ„sk)",POL,2.01,10.04,570,1144.56,5722.8,4578.24,2017,June,pastries
218344,17/06/2017,"Sparkling Water (Madison)",USA,1.39,6.94,251,348.39,1741.94,1393.55,2017,June,beverages
218345,18/06/2017,"Chicken Fajita Wrap (Toronto)",CAN,0.82,4.08,285,232.56,1162.8,930.24,2017,June,food
218346,19/06/2017,"Fruit Box (Geneva)",CHE,1.81,9.06,300,543.6,2718,2174.4,2017,June,food
218347,20/06/2017,"Chocolate Twist (London)",GBR,1.49,7.44,334,496.99,2484.96,1987.97,2017,June,pastries
218348,21/06/2017,"Almond Croissant (Toronto)",CAN,1.53,7.64,303,462.98,2314.92,1851.94,2017,June,pastries
218349,22/06/2017,"Chicken Salad Sandwich (Katowice)",POL,1.48,7.4,412,609.76,3048.8,2439.04,2017,June,food
218350,23/06/2017,"Chicken Salad Sandwich (Stockholm)",SWE,1.99,9.96,397,790.82,3954.12,3163.3,2017,June,food
218351,24/06/2017,"Blueberry Muffin (TromsÃ¸)",NOR,0.71,3.56,469,333.93,1669.64,1335.71,2017,June,pastries
218352,25/06/2017,"Lemon & Ginger Tea (Hamilton)",NZL,1.58,7.88,336,529.54,2647.68,2118.14,2017,June,beverages
218353,26/06/2017,"Chicken Salad Sandwich (Madison)",USA,0.73,3.64,495,360.36,1801.8,1441.44,2017,June,food
218354,27/06/2017,"Ham & Cheese Toastie (Lausanne)",CHE,1.4,7.02,599,841,4204.98,3363.98,2017,June,food
218355,28/06/2017,"Toast (Cardiff)",GBR,1.18,5.92,221,261.66,1308.32,1046.66,2017,June,food
218356,29/06/2017,"Almond Croissant (Cardiff)",GBR,1.89,9.44,263,496.54,2482.72,1986.18,2017,June,pastries
218357,30/06/2017,"Blueberry Muffin (TromsÃ¸)",NOR,1.3,6.52,558,727.63,3638.16,2910.53,2017,June,pastries
218358,01/07/2017,"Chocolate Chip Muffin (Melbourne)",AUS,1.36,6.8,398,541.28,2706.4,2165.12,2017,July,pastries
218359,02/07/2017,"Tomato Juice (Kirkland)",USA,2.16,10.82,440,952.16,4760.8,3808.64,2017,July,beverages
218360,03/07/2017,"Still Water (Vancouver)",CAN,1.58,7.92,434,687.46,3437.28,2749.82,2017,July,beverages
218361,04/07/2017,"Still Water (Cardiff)",GBR,2.16,10.8,244,527.04,2635.2,2108.16,2017,July,beverages
218362,05/07/2017,"Sparkling Water (Toronto)",CAN,0.95,4.74,555,526.14,2630.7,2104.56,2017,July,beverages
218363,06/07/2017,"Orange Juice (Glasgow)",GBR,1.46,7.32,506,740.78,3703.92,2963.14,2017,July,beverages
218364,07/07/2017,"Tuna Melt Panini (Munich)",DEU,1.22,6.08,371,451.14,2255.68,1804.54,2017,July,food
218365,08/07/2017,"Chocolate Chip Muffin (GdaÅ„sk)",POL,1.39,6.96,468,651.46,3257.28,2605.82,2017,July,pastries
218366,09/07/2017,"Porridge (GdaÅ„sk)",POL,0.71,3.54,470,332.76,1663.8,1331.04,2017,July,food
218367,10/07/2017,"Almond Croissant (Hamburg)",DEU,0.64,3.22,283,182.25,911.26,729.01,2017,July,pastries
218368,11/07/2017,"Green Tea (Melbourne)",AUS,1.82,9.08,551,1000.62,5003.08,4002.46,2017,July,beverages
218369,12/07/2017,"Chocolate Twist (London)",GBR,0.99,4.96,445,441.44,2207.2,1765.76,2017,July,pastries
218370,13/07/2017,"Toast (Birmingham)",GBR,0.99,4.94,480,474.24,2371.2,1896.96,2017,July,food
218371,14/07/2017,"Chocolate Chip Muffin (Canberra)",AUS,1.52,7.62,382,582.17,2910.84,2328.67,2017,July,pastries
218372,15/07/2017,"Orange Juice (Lausanne)",CHE,1.8,8.98,487,874.65,4373.26,3498.61,2017,July,beverages
218373,16/07/2017,"Chocolate Chip Muffin (Geneva)",CHE,0.73,3.66,360,263.52,1317.6,1054.08,2017,July,pastries
218374,17/07/2017,"Blueberry Muffin (Edinburgh)",GBR,0.82,4.08,492,401.47,2007.36,1605.89,2017,July,pastries
218375,18/07/2017,"Almond Croissant (Lille)",FRA,1.87,9.36,255,477.36,2386.8,1909.44,2017,July,pastries
218376,19/07/2017,"BLT Sandwich (Cardiff)",GBR,0.65,3.26,595,387.94,1939.7,1551.76,2017,July,food
218377,20/07/2017,"Peach Juice (Brussels)",BEL,1.44,7.2,492,708.48,3542.4,2833.92,2017,July,beverages
218378,21/07/2017,"Porridge (Manchester)",GBR,0.93,4.66,386,359.75,1798.76,1439.01,2017,July,food
218379,22/07/2017,"Chocolate Twist (Paris)",FRA,1.32,6.6,285,376.2,1881,1504.8,2017,July,pastries
218380,23/07/2017,"Almond Croissant (San Diego)",USA,0.88,4.38,507,444.13,2220.66,1776.53,2017,July,pastries
218381,24/07/2017,"Blueberry Muffin (Hamburg)",DEU,1.54,7.72,458,707.15,3535.76,2828.61,2017,July,pastries
218382,25/07/2017,"BLT Sandwich (Hamilton)",NZL,2.02,10.12,449,908.78,4543.88,3635.1,2017,July,food
218383,26/07/2017,"Chocolate Twist (Seattle)",USA,1.43,7.14,464,662.59,3312.96,2650.37,2017,July,pastries
218384,27/07/2017,"Tomato Juice (San Francisco)",USA,0.89,4.46,397,354.12,1770.62,1416.5,2017,July,beverages
218385,28/07/2017,"Still Water (Graz)",AUT,0.61,3.04,597,362.98,1814.88,1451.9,2017,July,beverages
218386,29/07/2017,"Chicken Fajita Wrap (Potsdam)",DEU,1.6,7.98,558,890.57,4452.84,3562.27,2017,July,food
218387,30/07/2017,"Green Tea (Hamburg)",DEU,2.02,10.1,457,923.14,4615.7,3692.56,2017,July,beverages
218388,31/07/2017,"Tuna Melt Panini (Hamilton)",NZL,1.71,8.56,598,1023.78,5118.88,4095.1,2017,July,food
218389,01/08/2017,"Blueberry Muffin (Toulouse)",FRA,1.12,5.62,349,392.28,1961.38,1569.1,2017,August,pastries
218390,02/08/2017,"Toast (SÃ¸nderborg)",DNK,1.36,6.82,459,626.08,3130.38,2504.3,2017,August,food
218391,03/08/2017,"Cheese & Pickle Sandwich (Glasgow)",GBR,2.19,10.94,215,470.42,2352.1,1881.68,2017,August,food
218392,04/08/2017,"Lemon & Ginger Tea (San Diego)",USA,1.39,6.94,364,505.23,2526.16,2020.93,2017,August,beverages
218393,05/08/2017,"Coffee (Portland)",USA,1.67,8.34,257,428.68,2143.38,1714.7,2017,August,beverages
218394,06/08/2017,"Lemon & Ginger Tea (Hamburg)",DEU,1.02,5.08,360,365.76,1828.8,1463.04,2017,August,beverages
218395,07/08/2017,"Coffee (Madison)",USA,1.83,9.14,566,1034.65,5173.24,4138.59,2017,August,beverages
218396,08/08/2017,"Chicken Fajita Wrap (Birmingham)",GBR,1.88,9.38,370,694.12,3470.6,2776.48,2017,August,food
218397,09/08/2017,"Chocolate Chip Muffin (GdaÅ„sk)",POL,0.64,3.22,228,146.83,734.16,587.33,2017,August,pastries
218398,10/08/2017,"Peach Juice (Canberra)",AUS,0.97,4.84,499,483.03,2415.16,1932.13,2017,August,beverages
218399,11/08/2017,"Green Tea (Sydney)",AUS,0.68,3.38,539,364.36,1821.82,1457.46,2017,August,beverages
218400,12/08/2017,"Ham & Cheese Toastie (Toulouse)",FRA,1.91,9.56,488,933.06,4665.28,3732.22,2017,August,food
218401,13/08/2017,"Orange Juice (Lausanne)",CHE,1.82,9.12,570,1039.68,5198.4,4158.72,2017,August,beverages
218402,14/08/2017,"Chicken Fajita Wrap (Dresden)",DEU,1.63,8.14,543,884,4420.02,3536.02,2017,August,food
218403,15/08/2017,"Chicken Salad Sandwich (Copenhagan)",DNK,0.76,3.82,430,328.52,1642.6,1314.08,2017,August,food
218404,16/08/2017,"Lemon & Ginger Tea (GdaÅ„sk)",POL,0.72,3.62,328,237.47,1187.36,949.89,2017,August,beverages
218405,17/08/2017,"Cheese & Pickle Sandwich (Berlin)",DEU,2.14,10.7,245,524.3,2621.5,2097.2,2017,August,food
218406,18/08/2017,"Sparkling Water (Stockholm)",SWE,0.72,3.58,328,234.85,1174.24,939.39,2017,August,beverages
218407,19/08/2017,"Tea (Potsdam)",DEU,1.9,9.5,296,562.4,2812,2249.6,2017,August,beverages
218408,20/08/2017,"Toast (Odense)",DNK,1.94,9.68,407,787.95,3939.76,3151.81,2017,August,food
218409,21/08/2017,"Apple Juice (Lille)",FRA,1.98,9.9,395,782.1,3910.5,3128.4,2017,August,beverages
218410,22/08/2017,"Apple Juice (Seattle)",USA,1.38,6.92,328,453.95,2269.76,1815.81,2017,August,beverages
218411,23/08/2017,"Almond Croissant (Geneva)",CHE,0.79,3.94,466,367.21,1836.04,1468.83,2017,August,pastries
218412,24/08/2017,"Coffee (Stockholm)",SWE,2.09,10.44,294,613.87,3069.36,2455.49,2017,August,beverages
218413,25/08/2017,"Fruit Box (Seattle)",USA,0.88,4.42,407,359.79,1798.94,1439.15,2017,August,food
218414,26/08/2017,"Green Tea (Canberra)",AUS,2.14,10.7,521,1114.94,5574.7,4459.76,2017,August,beverages
218415,27/08/2017,"Sparkling Water (San Francisco)",USA,1.71,8.56,582,996.38,4981.92,3985.54,2017,August,beverages
218416,28/08/2017,"Apple Juice (Paris)",FRA,2.17,10.86,231,501.73,2508.66,2006.93,2017,August,beverages
218417,29/08/2017,"Chocolate Chip Muffin (Copenhagan)",DNK,1.26,6.3,425,535.5,2677.5,2142,2017,August,pastries
218418,30/08/2017,"Green Tea (Copenhagan)",DNK,1.73,8.66,364,630.45,3152.24,2521.79,2017,August,beverages
218419,31/08/2017,"Chocolate Chip Muffin (Dresden)",DEU,0.83,4.16,596,495.87,2479.36,1983.49,2017,August,pastries
218420,01/09/2017,"Almond Croissant (Cardiff)",GBR,0.74,3.7,438,324.12,1620.6,1296.48,2017,September,pastries
218421,02/09/2017,"Chocolate Chip Muffin (Kirkland)",USA,1.14,5.72,412,471.33,2356.64,1885.31,2017,September,pastries
218422,03/09/2017,"Porridge (Munich)",DEU,1.2,6,561,673.2,3366,2692.8,2017,September,food
218423,04/09/2017,"Chicken Salad Sandwich (Berlin)",DEU,2.02,10.08,522,1052.35,5261.76,4209.41,2017,September,food
218424,05/09/2017,"Chocolate Twist (Hamburg)",DEU,1.7,8.52,495,843.48,4217.4,3373.92,2017,September,pastries
218425,06/09/2017,"Chocolate Chip Muffin (Glasgow)",GBR,1.63,8.16,202,329.66,1648.32,1318.66,2017,September,pastries
218426,07/09/2017,"Almond Croissant (Sydney)",AUS,2.18,10.9,320,697.6,3488,2790.4,2017,September,pastries
218427,08/09/2017,"Sparkling Water (Stuttgart)",DEU,1.6,8,526,841.6,4208,3366.4,2017,September,beverages
218428,09/09/2017,"Toast (Toronto)",CAN,0.66,3.3,416,274.56,1372.8,1098.24,2017,September,food
218429,10/09/2017,"Sparkling Water (Kirkland)",USA,2.18,10.88,535,1164.16,5820.8,4656.64,2017,September,beverages
218430,11/09/2017,"Toast (Odense)",DNK,1.83,9.14,218,398.5,1992.52,1594.02,2017,September,food
218431,12/09/2017,"Tuna Melt Panini (Portland)",USA,2.03,10.16,552,1121.66,5608.32,4486.66,2017,September,food
218432,13/09/2017,"Green Tea (Dublin)",IRL,1.16,5.78,511,590.72,2953.58,2362.86,2017,September,beverages
218433,14/09/2017,"Chocolate Twist (Vancouver)",CAN,1.76,8.82,512,903.17,4515.84,3612.67,2017,September,pastries
218434,15/09/2017,"Tuna Melt Panini (Toronto)",CAN,2.05,10.24,223,456.7,2283.52,1826.82,2017,September,food
218435,16/09/2017,"Porridge (Sydney)",AUS,1.27,6.36,351,446.47,2232.36,1785.89,2017,September,food
218436,17/09/2017,"Chocolate Chip Muffin (Cardiff)",GBR,0.98,4.9,347,340.06,1700.3,1360.24,2017,September,pastries
218437,18/09/2017,"Blueberry Muffin (Geneva)",CHE,2.11,10.54,394,830.55,4152.76,3322.21,2017,September,pastries
218438,19/09/2017,"Coffee (SÃ¸nderborg)",DNK,1.45,7.26,304,441.41,2207.04,1765.63,2017,September,beverages
218439,20/09/2017,"Chicken Salad Sandwich (Galway)",IRL,1.86,9.28,344,638.46,3192.32,2553.86,2017,September,food
218440,21/09/2017,"Chicken Salad Sandwich (Auckland)",NZL,1.42,7.12,327,465.65,2328.24,1862.59,2017,September,food
218441,22/09/2017,"Fruit Box (Canberra)",AUS,1.59,7.96,417,663.86,3319.32,2655.46,2017,September,food
218442,23/09/2017,"Chicken Salad Sandwich (Munich)",DEU,1.34,6.68,443,591.85,2959.24,2367.39,2017,September,food
218443,24/09/2017,"Lemon & Ginger Tea (Canberra)",AUS,2.17,10.86,429,931.79,4658.94,3727.15,2017,September,beverages
218444,25/09/2017,"Blueberry Muffin (Boston)",USA,0.98,4.88,253,246.93,1234.64,987.71,2017,September,pastries
218445,26/09/2017,"Tomato Juice (GdaÅ„sk)",POL,1.55,7.74,576,891.65,4458.24,3566.59,2017,September,beverages
218446,27/09/2017,"Apple Juice (Toulouse)",FRA,1.97,9.86,306,603.43,3017.16,2413.73,2017,September,beverages
218447,28/09/2017,"Orange Juice (Brussels)",BEL,1.87,9.36,448,838.66,4193.28,3354.62,2017,September,beverages
218448,29/09/2017,"Tomato Juice (Birmingham)",GBR,1.55,7.76,357,554.06,2770.32,2216.26,2017,September,beverages
218449,30/09/2017,"Coffee (Dublin)",IRL,1.66,8.28,243,402.41,2012.04,1609.63,2017,September,beverages
218450,01/10/2017,"Chicken Fajita Wrap (Vancouver)",CAN,1.95,9.76,309,603.17,3015.84,2412.67,2017,October,food
218451,02/10/2017,"Tea (Dresden)",DEU,1.13,5.66,467,528.64,2643.22,2114.58,2017,October,beverages
218452,03/10/2017,"Ham & Cheese Toastie (GdaÅ„sk)",POL,0.79,3.94,279,219.85,1099.26,879.41,2017,October,food
218453,04/10/2017,"Fruit Box (Stuttgart)",DEU,1.95,9.76,557,1087.26,5436.32,4349.06,2017,October,food
218454,05/10/2017,"Chocolate Chip Muffin (Odense)",DNK,1.25,6.26,354,443.21,2216.04,1772.83,2017,October,pastries
218455,06/10/2017,"Apple Juice (Berlin)",DEU,1.3,6.5,453,588.9,2944.5,2355.6,2017,October,beverages
218456,07/10/2017,"Peach Juice (TromsÃ¸)",NOR,1.2,5.98,494,590.82,2954.12,2363.3,2017,October,beverages
218457,08/10/2017,"Orange Juice (Stockholm)",SWE,1.62,8.1,544,881.28,4406.4,3525.12,2017,October,beverages
218458,09/10/2017,"Coffee (Strasbourg)",FRA,0.92,4.6,425,391,1955,1564,2017,October,beverages
218459,10/10/2017,"Green Tea (Berlin)",DEU,0.79,3.96,454,359.57,1797.84,1438.27,2017,October,beverages
218460,11/10/2017,"Chicken Fajita Wrap (Berlin)",DEU,0.64,3.2,508,325.12,1625.6,1300.48,2017,October,food
218461,12/10/2017,"Toast (Birmingham)",GBR,0.83,4.16,282,234.62,1173.12,938.5,2017,October,food
218462,13/10/2017,"Tea (Lausanne)",CHE,1.6,8.02,456,731.42,3657.12,2925.7,2017,October,beverages
218463,14/10/2017,"Coffee (Lille)",FRA,0.79,3.96,265,209.88,1049.4,839.52,2017,October,beverages
218464,15/10/2017,"Chocolate Twist (Dublin)",IRL,1.27,6.34,529,670.77,3353.86,2683.09,2017,October,pastries
218465,16/10/2017,"BLT Sandwich (Katowice)",POL,1.75,8.76,418,732.34,3661.68,2929.34,2017,October,food
218466,17/10/2017,"Still Water (Auckland)",NZL,0.84,4.22,552,465.89,2329.44,1863.55,2017,October,beverages
218467,18/10/2017,"BLT Sandwich (Edinburgh)",GBR,0.7,3.52,344,242.18,1210.88,968.7,2017,October,food
218468,19/10/2017,"Green Tea (Lausanne)",CHE,1.57,7.86,228,358.42,1792.08,1433.66,2017,October,beverages
218469,20/10/2017,"Blueberry Muffin (Austin)",USA,1.44,7.18,572,821.39,4106.96,3285.57,2017,October,pastries
218470,21/10/2017,"Chocolate Twist (Dresden)",DEU,0.72,3.58,312,223.39,1116.96,893.57,2017,October,pastries
218471,22/10/2017,"Cheese & Pickle Sandwich (Geneva)",CHE,0.6,3,506,303.6,1518,1214.4,2017,October,food
218472,23/10/2017,"Apple Juice (Stockholm)",SWE,1.95,9.76,466,909.63,4548.16,3638.53,2017,October,beverages
218473,24/10/2017,"Ham & Cheese Toastie (GdaÅ„sk)",POL,1.52,7.58,520,788.32,3941.6,3153.28,2017,October,food
218474,25/10/2017,"Sparkling Water (Melbourne)",AUS,1.25,6.24,274,341.95,1709.76,1367.81,2017,October,beverages
218475,26/10/2017,"Chicken Fajita Wrap (Sydney)",AUS,1.99,9.94,329,654.05,3270.26,2616.21,2017,October,food
218476,27/10/2017,"Chocolate Chip Muffin (Boston)",USA,1.69,8.44,573,967.22,4836.12,3868.9,2017,October,pastries
218477,28/10/2017,"Tea (Paris)",FRA,1.24,6.18,487,601.93,3009.66,2407.73,2017,October,beverages
218478,29/10/2017,"Orange Juice (GdaÅ„sk)",POL,1.14,5.72,518,592.59,2962.96,2370.37,2017,October,beverages
218479,30/10/2017,"Toast (Toronto)",CAN,1.72,8.6,239,411.08,2055.4,1644.32,2017,October,food
218480,31/10/2017,"Chocolate Twist (KrakÃ³w)",POL,1.54,7.72,430,663.92,3319.6,2655.68,2017,October,pastries
218481,01/11/2017,"Ham & Cheese Toastie (Munich)",DEU,0.81,4.04,541,437.13,2185.64,1748.51,2017,November,food
218482,02/11/2017,"Coffee (Canberra)",AUS,0.86,4.3,520,447.2,2236,1788.8,2017,November,beverages
218483,03/11/2017,"Toast (Galway)",IRL,1.67,8.34,442,737.26,3686.28,2949.02,2017,November,food
218484,04/11/2017,"Still Water (Brussels)",BEL,1.69,8.46,304,514.37,2571.84,2057.47,2017,November,beverages
218485,05/11/2017,"Still Water (Southampton)",GBR,2.08,10.42,344,716.9,3584.48,2867.58,2017,November,beverages
218486,06/11/2017,"Chicken Salad Sandwich (Lille)",FRA,0.91,4.54,540,490.32,2451.6,1961.28,2017,November,food
218487,07/11/2017,"Chicken Salad Sandwich (Salzburg)",AUT,2.1,10.48,471,987.22,4936.08,3948.86,2017,November,food
218488,08/11/2017,"Orange Juice (Geneva)",CHE,0.93,4.66,456,424.99,2124.96,1699.97,2017,November,beverages
218489,09/11/2017,"Tomato Juice (Geneva)",CHE,2.11,10.54,466,982.33,4911.64,3929.31,2017,November,beverages
218490,10/11/2017,"Chicken Fajita Wrap (Dresden)",DEU,1.48,7.42,330,489.72,2448.6,1958.88,2017,November,food
218491,11/11/2017,"Orange Juice (Hamilton)",NZL,1.62,8.12,522,847.73,4238.64,3390.91,2017,November,beverages
218492,12/11/2017,"Green Tea (Salzburg)",AUT,1.02,5.12,350,358.4,1792,1433.6,2017,November,beverages
218493,13/11/2017,"Chicken Salad Sandwich (Glasgow)",GBR,1.36,6.78,496,672.58,3362.88,2690.3,2017,November,food
218494,14/11/2017,"Chicken Salad Sandwich (Strasbourg)",FRA,1.3,6.5,415,539.5,2697.5,2158,2017,November,food
218495,15/11/2017,"Coffee (Seattle)",USA,1.51,7.54,282,425.26,2126.28,1701.02,2017,November,beverages
218496,16/11/2017,"Tea (Albuquerque)",USA,1.71,8.54,284,485.07,2425.36,1940.29,2017,November,beverages
218497,17/11/2017,"Chicken Fajita Wrap (Canberra)",AUS,1.9,9.52,350,666.4,3332,2665.6,2017,November,food
218498,18/11/2017,"Orange Juice (Dresden)",DEU,1.32,6.58,487,640.89,3204.46,2563.57,2017,November,beverages
218499,19/11/2017,"Chocolate Chip Muffin (Potsdam)",DEU,0.74,3.68,256,188.42,942.08,753.66,2017,November,pastries
218500,20/11/2017,"Coffee (Potsdam)",DEU,1.96,9.8,472,925.12,4625.6,3700.48,2017,November,beverages
218501,21/11/2017,"Ham & Cheese Toastie (Seattle)",USA,1.76,8.8,366,644.16,3220.8,2576.64,2017,November,food
218502,22/11/2017,"BLT Sandwich (Edinburgh)",GBR,0.89,4.44,520,461.76,2308.8,1847.04,2017,November,food
